@RELATION after_sic_and_firm

@ATTRIBUTE Tobins_Q NUMERIC
@ATTRIBUTE Profitability NUMERIC
@ATTRIBUTE class {AFTER_FIRM,AFTER_SIC}

@DATA
-0.062836148,-0.003198271,AFTER_SIC
-0.001056377,-0.000456814,AFTER_SIC
-0.024775553,-0.004371251,AFTER_SIC
-0.013302468,-0.000321232,AFTER_SIC
-0.013302468,-0.000321232,AFTER_SIC
-0.028364187,0.001657086,AFTER_SIC
-0.028364187,0.001657086,AFTER_SIC
-0.02643721,-0.001453374,AFTER_SIC
-0.025755376,-0.001955171,AFTER_SIC
-0.051370498,-0.002124134,AFTER_SIC
-0.016000377,-0.000115216,AFTER_SIC
-0.004289383,-0.000209641,AFTER_SIC
-0.023192935,-0.001399479,AFTER_SIC
-0.023190534,-0.000858593,AFTER_SIC
0.136386663,0.035502031,AFTER_SIC
-0.019180272,0.001658184,AFTER_SIC
-0.014609872,-0.000460269,AFTER_SIC
-0.143982932,-6.80627E-05,AFTER_SIC
-0.012580575,-0.000833199,AFTER_SIC
-0.008241801,-0.00087083,AFTER_SIC
-0.014456445,-0.0009035,AFTER_SIC
-0.004417794,-0.001570983,AFTER_SIC
-0.039565518,0.001817213,AFTER_SIC
-0.039565518,0.001817213,AFTER_SIC
-0.007604292,-0.00193761,AFTER_SIC
-0.01666365,-0.000586669,AFTER_SIC
-0.00681061,-0.000220308,AFTER_SIC
-0.01829857,-0.00146281,AFTER_SIC
-0.023469618,-0.000211399,AFTER_SIC
-0.018965675,-0.000669125,AFTER_SIC
-0.010318558,-0.001090487,AFTER_SIC
-0.024411848,-0.001154289,AFTER_SIC
0.156941742,-0.03480684,AFTER_SIC
-0.015875282,-0.000864974,AFTER_SIC
-0.01061473,0.000597229,AFTER_SIC
-0.026079128,-0.000300728,AFTER_SIC
-0.05993842,-0.000753107,AFTER_SIC
-0.027035711,-0.001548134,AFTER_SIC
-0.027035711,-0.001548134,AFTER_SIC
-0.036503162,-0.001111615,AFTER_SIC
-0.004396832,-0.00039826,AFTER_SIC
-0.019299753,0.000636025,AFTER_SIC
-0.009469581,-0.000746948,AFTER_SIC
-0.009469581,-0.000746948,AFTER_SIC
-0.009469581,-0.000746948,AFTER_SIC
-0.007985648,5.82578E-05,AFTER_SIC
-0.012037897,-0.000484092,AFTER_SIC
-0.012037897,-0.000484092,AFTER_SIC
-0.010991114,-0.000617715,AFTER_SIC
-0.013049783,-0.000962302,AFTER_SIC
-0.039224844,-0.002630917,AFTER_SIC
0.219366029,0.000121657,AFTER_SIC
-0.027624374,-0.00104423,AFTER_SIC
0.433139741,-0.01309922,AFTER_SIC
-0.007226618,-0.000951911,AFTER_SIC
-0.022742454,-0.000995742,AFTER_SIC
-0.055038199,-0.001018184,AFTER_SIC
-0.035608713,-0.001221725,AFTER_SIC
-0.023525046,-0.000296581,AFTER_SIC
-0.031429242,-0.001160447,AFTER_SIC
-0.031429242,-0.001160447,AFTER_SIC
-0.0289276,-0.001022853,AFTER_SIC
-0.029162772,-0.004292434,AFTER_SIC
-0.024758898,-0.004265692,AFTER_SIC
-0.031008499,-0.001277947,AFTER_SIC
-0.006262933,-6.99692E-05,AFTER_SIC
-0.022702361,-0.00192021,AFTER_SIC
-0.032980818,-0.001125783,AFTER_SIC
-0.050122071,-0.004495085,AFTER_SIC
-0.013800437,-0.001494548,AFTER_SIC
-0.019057561,-0.000349749,AFTER_SIC
-0.008722339,-0.000298293,AFTER_SIC
-0.008637777,0.000264379,AFTER_SIC
-0.010272059,-0.000183296,AFTER_SIC
-0.004230427,-0.000319389,AFTER_SIC
-0.004230427,-0.000319389,AFTER_SIC
-0.004289383,-0.000209641,AFTER_SIC
-0.002188217,-0.000816516,AFTER_SIC
0.350951731,-0.012138263,AFTER_SIC
-0.02711376,-0.004375354,AFTER_SIC
-0.020763116,0.000156086,AFTER_SIC
-0.020763116,0.000156086,AFTER_SIC
-0.012212284,-0.000603846,AFTER_SIC
-0.012212284,-0.000603846,AFTER_SIC
-0.015606342,-0.000827734,AFTER_SIC
-0.029799677,-0.002526782,AFTER_SIC
-0.001241541,-0.002265502,AFTER_SIC
-0.037116554,-0.001957592,AFTER_SIC
-0.022753892,-0.002381395,AFTER_SIC
-0.021110354,-0.000586629,AFTER_SIC
-0.010149268,-0.000607755,AFTER_SIC
-0.007897959,0.000154622,AFTER_SIC
-0.007897959,0.000154622,AFTER_SIC
0.074855566,-0.012240474,AFTER_SIC
0.373789519,0.009698619,AFTER_SIC
-0.08267504,-0.01076127,AFTER_SIC
-0.001151524,-3.94178E-05,AFTER_SIC
0.102923498,0.013726371,AFTER_SIC
-0.022392092,-0.000472677,AFTER_SIC
-0.003572947,0.000587012,AFTER_SIC
-0.014701456,-0.003159482,AFTER_SIC
-0.008926312,-0.000174908,AFTER_SIC
-0.008926312,-0.000174908,AFTER_SIC
-0.013534219,-0.000426199,AFTER_SIC
-0.070731759,-0.003066803,AFTER_SIC
-0.012423834,-0.001019327,AFTER_SIC
-0.012423834,-0.001019327,AFTER_SIC
-0.031412277,0.003296152,AFTER_SIC
-0.031412277,0.003296152,AFTER_SIC
0.250844419,0.018983552,AFTER_SIC
-0.018672384,-0.000832351,AFTER_SIC
-0.018907925,-0.000872302,AFTER_SIC
-0.020450512,-0.000273026,AFTER_SIC
0.406903327,0.012100031,AFTER_SIC
-0.119540125,-0.002900289,AFTER_SIC
-0.05195716,-0.002223139,AFTER_SIC
0.284157425,0.013535077,AFTER_SIC
-0.05195716,-0.002223139,AFTER_SIC
-0.020422664,-0.001712299,AFTER_SIC
-0.040362373,0.002201743,AFTER_SIC
-0.0335977,-0.000836123,AFTER_SIC
-0.017582312,2.20898E-05,AFTER_SIC
-0.039647266,-0.001281861,AFTER_SIC
-0.021262283,-0.00110708,AFTER_SIC
-0.00693894,-0.000875352,AFTER_SIC
-0.030350177,-0.001100545,AFTER_SIC
-0.008836351,0.000235963,AFTER_SIC
-0.008836351,0.000235963,AFTER_SIC
-0.008836351,0.000235963,AFTER_SIC
-0.019619131,-0.002134524,AFTER_SIC
-0.019619131,-0.002134524,AFTER_SIC
-0.029217105,-0.000911936,AFTER_SIC
-0.029217105,-0.000911936,AFTER_SIC
-0.012559664,-4.63487E-05,AFTER_SIC
-0.0662269,0.003841265,AFTER_SIC
-0.016683344,-0.000683169,AFTER_SIC
0.160998493,-0.001168907,AFTER_SIC
0.160998493,-0.001168907,AFTER_SIC
-0.003289942,-0.000177177,AFTER_SIC
-0.003289942,-0.000177177,AFTER_SIC
-0.013853382,-0.00101483,AFTER_SIC
-0.017211668,-0.001129776,AFTER_SIC
-0.018373495,-0.000963005,AFTER_SIC
-0.007848301,-0.000977562,AFTER_SIC
-0.002301374,-4.44797E-05,AFTER_SIC
-0.004052987,0.001288675,AFTER_SIC
-0.001442738,-0.000184871,AFTER_SIC
-0.001442738,-0.000184871,AFTER_SIC
-0.001442738,-0.000184871,AFTER_SIC
-0.003020463,-0.000446415,AFTER_SIC
-0.006531386,-1.84319E-05,AFTER_SIC
-0.006004384,0.000456955,AFTER_SIC
0.311585933,0.017694343,AFTER_SIC
-0.015907627,3.10968E-05,AFTER_SIC
